t,x,y,speed
67.4167,15.6516,-0.0728,0.0016
67.4333,15.6517,-0.0728,0.0017
67.4500,15.6516,-0.0728,0.0016
67.4667,15.6517,-0.0728,0.0017
67.4833,15.6516,-0.0728,0.0016
67.5000,15.6517,-0.0728,0.0016
67.5167,15.6516,-0.0728,0.0017
67.5333,15.6517,-0.0728,0.0015
67.5500,15.6516,-0.0728,0.0016
67.5667,15.6516,-0.0728,0.0016
67.5833,15.6516,-0.0728,0.0015
67.6000,15.6517,-0.0728,0.0017
67.6167,15.6516,-0.0728,0.0017
67.6333,15.6517,-0.0728,0.0016
67.6500,15.6516,-0.0728,0.0017
67.6667,15.6516,-0.0728,0.0017
67.6833,15.6516,-0.0728,0.0015
67.7000,15.6516,-0.0728,0.0016
67.7167,15.6516,-0.0728,0.0015
67.7333,15.6516,-0.0728,0.0015
67.7500,15.6516,-0.0728,0.0017
67.7667,15.6516,-0.0728,0.0016
67.7833,15.6516,-0.0728,0.0016
67.8000,15.6516,-0.0728,0.0016
67.8167,15.6516,-0.0728,0.0016
67.8333,15.6516,-0.0728,0.0016
67.8500,15.6516,-0.0728,0.0017
67.8667,15.6516,-0.0728,0.0016
67.8833,15.6516,-0.0728,0.0015
67.9000,15.6516,-0.0728,0.0016
67.9167,15.6516,-0.0728,0.0016
67.9333,15.6516,-0.0728,0.0017
67.9500,15.6516,-0.0728,0.0017
67.9667,15.6516,-0.0728,0.0016
67.9833,15.6516,-0.0728,0.0016
68.0000,15.6516,-0.0728,0.0016
68.0167,15.6516,-0.0728,0.0017
68.0333,15.6516,-0.0728,0.0017
68.0500,15.6516,-0.0728,0.0016
68.0667,15.6516,-0.0728,0.0016
68.0833,15.6516,-0.0728,0.0016
68.1000,15.6516,-0.0728,0.0016
68.1167,15.6516,-0.0728,0.0016
68.1333,15.6516,-0.0728,0.0015
68.1500,15.6516,-0.0728,0.0016
68.1667,15.6516,-0.0728,0.0016
68.1833,15.6516,-0.0728,0.0016
68.2000,15.6516,-0.0728,0.0015
68.2167,15.6516,-0.0728,0.0016
68.2333,15.6516,-0.0728,0.0017
68.2500,15.6516,-0.0728,0.0016
68.2667,15.6516,-0.0728,0.0016
68.2833,15.6516,-0.0728,0.0015
68.3000,15.6516,-0.0728,0.0016
68.3167,15.6516,-0.0728,0.0016
68.3333,15.6516,-0.0728,0.0015
68.3500,15.6516,-0.0728,0.0017
68.3667,15.6516,-0.0728,0.0016
68.3833,15.6516,-0.0728,0.0016
68.4000,15.6516,-0.0728,0.0017
68.4167,15.6516,-0.0728,0.0015
68.4333,15.6516,-0.0728,0.0017
68.4500,15.6516,-0.0728,0.0016
68.4667,15.6516,-0.0728,0.0015
68.4833,15.6516,-0.0728,0.0017
68.5000,15.6516,-0.0728,0.0017
68.5167,15.6516,-0.0728,0.0016
68.5333,15.6516,-0.0728,0.0015
68.5500,15.6516,-0.0728,0.0016
68.5667,15.6516,-0.0728,0.0015
68.5833,15.6516,-0.0728,0.0016
68.6000,15.6516,-0.0728,0.0016
68.6167,15.6516,-0.0728,0.0016
68.6333,15.6516,-0.0728,0.0015
68.6500,15.6516,-0.0728,0.0017
68.6667,15.6516,-0.0728,0.0015
68.6833,15.6516,-0.0728,0.0017
68.7000,15.6516,-0.0728,0.0016
68.7167,15.6516,-0.0728,0.0015
68.7333,15.6516,-0.0728,0.0017
68.7500,15.6516,-0.0728,0.0016
68.7667,15.6516,-0.0728,0.0015
68.7833,15.6516,-0.0728,0.0017
68.8000,15.6516,-0.0728,0.0015
68.8167,15.6516,-0.0728,0.0016
68.8333,15.6516,-0.0728,0.0016
68.8500,15.6516,-0.0728,0.0017
68.8667,15.6516,-0.0728,0.0017
68.8833,15.6516,-0.0728,0.0017
68.9000,15.6516,-0.0728,0.0016
68.9167,15.6516,-0.0728,0.0017
68.9333,15.6516,-0.0728,0.0018
68.9500,15.6516,-0.0728,0.0016
68.9667,15.6516,-0.0728,0.0016
68.9833,15.6516,-0.0728,0.0017
69.0000,15.6516,-0.0728,0.0017
69.0167,15.6516,-0.0728,0.0016
69.0333,15.6516,-0.0728,0.0016
69.0500,15.6516,-0.0728,0.0016
69.0667,15.6516,-0.0728,0.0014
69.0833,15.6516,-0.0728,0.0015
69.1000,15.6516,-0.0728,0.0016
69.1167,15.6516,-0.0728,0.0016
69.1333,15.6516,-0.0728,0.0017
69.1500,15.6516,-0.0728,0.0017
69.1667,15.6516,-0.0728,0.0016
69.1833,15.6516,-0.0728,0.0016
69.2000,15.6516,-0.0728,0.0018
69.2167,15.6516,-0.0728,0.0016
69.2333,15.6516,-0.0728,0.0014
69.2500,15.6516,-0.0728,0.0016
69.2667,15.6516,-0.0728,0.0017
69.2833,15.6516,-0.0728,0.0017
69.3000,15.6516,-0.0728,0.0017
69.3167,15.6516,-0.0728,0.0017
69.3333,15.6516,-0.0728,0.0016
69.3500,15.6516,-0.0728,0.0016
69.3667,15.6516,-0.0728,0.0017
69.3833,15.6516,-0.0728,0.0017
69.4000,15.6516,-0.0728,0.0016
69.4167,15.6516,-0.0728,0.0018
69.4333,15.6516,-0.0728,0.0015
69.4500,15.6516,-0.0728,0.0016
69.4667,15.6516,-0.0728,0.0017
69.4833,15.6516,-0.0728,0.0018
69.5000,15.6516,-0.0728,0.0016
69.5167,15.6516,-0.0728,0.0014
69.5333,15.6516,-0.0728,0.0017
69.5500,15.6516,-0.0728,0.0018
69.5667,15.6516,-0.0728,0.0016
69.5833,15.6516,-0.0728,0.0016
69.6000,15.6516,-0.0728,0.0015
69.6167,15.6516,-0.0728,0.0017
69.6333,15.6516,-0.0728,0.0017
69.6500,15.6516,-0.0728,0.0016
69.6667,15.6516,-0.0728,0.0015
69.6833,15.6516,-0.0728,0.0017
69.7000,15.6516,-0.0728,0.0017
69.7167,15.6516,-0.0728,0.0015
69.7333,15.6516,-0.0728,0.0016
69.7500,15.6516,-0.0728,0.0016
69.7667,15.6516,-0.0728,0.0017
69.7833,15.6516,-0.0728,0.0016
69.8000,15.6516,-0.0728,0.0016
69.8167,15.6516,-0.0728,0.0017
69.8333,15.6516,-0.0728,0.0017
69.8500,15.6516,-0.0728,0.0016
69.8667,15.6516,-0.0728,0.0016
69.8833,15.6516,-0.0728,0.0016
69.9000,15.6516,-0.0728,0.0017
69.9167,15.6516,-0.0728,0.0017
69.9333,15.6516,-0.0728,0.0016
69.9500,15.6516,-0.0728,0.0016
69.9667,15.6516,-0.0728,0.0015
69.9833,15.6516,-0.0728,0.0017
70.0000,15.6516,-0.0728,0.0017
70.0167,15.6516,-0.0728,0.0016
70.0333,15.6516,-0.0728,0.0016
70.0500,15.6516,-0.0728,0.0017
70.0667,15.6516,-0.0728,0.0016
70.0833,15.6516,-0.0728,0.0017
70.1000,15.6516,-0.0728,0.0018
70.1167,15.6516,-0.0728,0.0016
70.1333,15.6516,-0.0728,0.0017
70.1500,15.6516,-0.0728,0.0017
70.1667,15.6516,-0.0728,0.0015
70.1833,15.6516,-0.0728,0.0017
70.2000,15.6516,-0.0728,0.0017
70.2167,15.6516,-0.0728,0.0015
70.2333,15.6516,-0.0728,0.0016
70.2500,15.6516,-0.0728,0.0016
70.2667,15.6516,-0.0728,0.0015
70.2833,15.6516,-0.0728,0.0015
70.3000,15.6516,-0.0728,0.0016
70.3167,15.6516,-0.0728,0.0016
70.3333,15.6516,-0.0728,0.0016
70.3500,15.6516,-0.0728,0.0017
70.3667,15.6516,-0.0728,0.0016
70.3833,15.6516,-0.0728,0.0017
70.4000,15.6516,-0.0728,0.0016
70.4167,15.6516,-0.0728,0.0017
70.4333,15.6516,-0.0728,0.0017
70.4500,15.6516,-0.0728,0.0016
70.4667,15.6516,-0.0728,0.0016
70.4833,15.6516,-0.0728,0.0017
70.5000,15.6516,-0.0728,0.0016
70.5167,15.6516,-0.0728,0.0015
70.5333,15.6516,-0.0728,0.0015
70.5500,15.6516,-0.0728,0.0016
70.5667,15.6516,-0.0728,0.0017
70.5833,15.6516,-0.0728,0.0016
70.6000,15.6516,-0.0728,0.0015
70.6167,15.6516,-0.0728,0.0017
70.6333,15.6516,-0.0728,0.0017
70.6500,15.6516,-0.0728,0.0016
70.6667,15.6516,-0.0728,0.0017
70.6833,15.6516,-0.0728,0.0016
70.7000,15.6516,-0.0728,0.0016
70.7167,15.6516,-0.0728,0.0017
70.7333,15.6516,-0.0728,0.0017
70.7500,15.6516,-0.0728,0.0016
70.7667,15.6516,-0.0728,0.0017
70.7833,15.6516,-0.0728,0.0015
70.8000,15.6516,-0.0728,0.0014
70.8167,15.6516,-0.0728,0.0016
70.8333,15.6516,-0.0728,0.0015
70.8500,15.6516,-0.0728,0.0015
70.8667,15.6516,-0.0728,0.0017
70.8833,15.6516,-0.0728,0.0016
70.9000,15.6516,-0.0728,0.0016
70.9167,15.6516,-0.0728,0.0015
70.9333,15.6516,-0.0728,0.0015
70.9500,15.6516,-0.0728,0.0015
70.9667,15.6516,-0.0728,0.0014
70.9833,15.6516,-0.0728,0.0017
71.0000,15.6516,-0.0728,0.0017
71.0167,15.6516,-0.0728,0.0017
71.0333,15.6516,-0.0728,0.0014
71.0500,15.6516,-0.0728,0.0016
71.0667,15.6516,-0.0728,0.0016
71.0833,15.6516,-0.0728,0.0017
71.1000,15.6516,-0.0728,0.0017
71.1167,15.6516,-0.0728,0.0016
71.1333,15.6516,-0.0728,0.0016
71.1500,15.6516,-0.0728,0.0017
71.1667,15.6516,-0.0728,0.0018
71.1833,15.6516,-0.0728,0.0017
71.2000,15.6516,-0.0728,0.0016
71.2167,15.6516,-0.0728,0.0015
71.2333,15.6516,-0.0728,0.0013
71.2500,15.6516,-0.0728,0.0016
71.2667,15.6516,-0.0728,0.0017
71.2833,15.6516,-0.0728,0.0018
71.3000,15.6516,-0.0728,0.0017
71.3167,15.6516,-0.0728,0.0017
71.3333,15.6516,-0.0728,0.0017
71.3500,15.6516,-0.0728,0.0016
71.3667,15.6516,-0.0728,0.0017
71.3833,15.6516,-0.0728,0.0016
71.4000,15.6516,-0.0728,0.0017
71.4167,15.6516,-0.0728,0.0017
71.4333,15.6516,-0.0728,0.0016
71.4500,15.6516,-0.0728,0.0016
71.4667,15.6516,-0.0728,0.0017
71.4833,15.6516,-0.0728,0.0017
71.5000,15.6516,-0.0728,0.0016
71.5167,15.6516,-0.0728,0.0016
71.5333,15.6516,-0.0728,0.0015
71.5500,15.6516,-0.0728,0.0017
71.5667,15.6516,-0.0728,0.0016
71.5833,15.6516,-0.0728,0.0017
71.6000,15.6516,-0.0728,0.0016
71.6167,15.6516,-0.0728,0.0017
71.6333,15.6516,-0.0728,0.0016
71.6500,15.6516,-0.0728,0.0017
71.6667,15.6516,-0.0728,0.0016
71.6833,15.6516,-0.0728,0.0017
71.7000,15.6516,-0.0728,0.0017
71.7167,15.6516,-0.0728,0.0016
71.7333,15.6516,-0.0728,0.0015
71.7500,15.6516,-0.0728,0.0017
71.7667,15.6516,-0.0728,0.0017
71.7833,15.6516,-0.0728,0.0015
71.8000,15.6516,-0.0728,0.0015
71.8167,15.6516,-0.0728,0.0016
71.8333,15.6516,-0.0728,0.0018
71.8500,15.6516,-0.0728,0.0016
71.8667,15.6516,-0.0728,0.0017
71.8833,15.6516,-0.0728,0.0016
71.9000,15.6516,-0.0728,0.0016
71.9167,15.6516,-0.0728,0.0017
71.9333,15.6516,-0.0728,0.0015
71.9500,15.6516,-0.0728,0.0016
71.9667,15.6516,-0.0728,0.0016
71.9833,15.6516,-0.0728,0.0017
72.0000,15.6516,-0.0728,0.0015
72.0167,15.6516,-0.0728,0.0017
72.0333,15.6516,-0.0728,0.0016
72.0500,15.6516,-0.0728,0.0016
72.0667,15.6516,-0.0728,0.0017
72.0833,15.6516,-0.0728,0.0017
72.1000,15.6516,-0.0728,0.0017
72.1167,15.6516,-0.0728,0.0016
72.1333,15.6516,-0.0728,0.0016
72.1500,15.6516,-0.0728,0.0017
72.1667,15.6516,-0.0728,0.0015
72.1833,15.6516,-0.0728,0.0015
72.2000,15.6516,-0.0728,0.0016
72.2167,15.6516,-0.0728,0.0017
72.2333,15.6516,-0.0728,0.0017
72.2500,15.6516,-0.0728,0.0017
72.2667,15.6516,-0.0728,0.0016
72.2833,15.6516,-0.0728,0.0016
72.3000,15.6516,-0.0728,0.0017
72.3167,15.6516,-0.0728,0.0017
72.3333,15.6516,-0.0728,0.0017
72.3500,15.6516,-0.0728,0.0015
72.3667,15.6516,-0.0728,0.0016
72.3833,15.6516,-0.0728,0.0017
72.4000,15.6516,-0.0728,0.0015
72.4167,15.6516,-0.0728,0.0016
72.4333,15.6516,-0.0728,0.0017
72.4500,15.6516,-0.0728,0.0017
72.4667,15.6516,-0.0728,0.0017
72.4833,15.6516,-0.0728,0.0017
72.5000,15.6516,-0.0728,0.0015
72.5167,15.6516,-0.0728,0.0016
72.5333,15.6516,-0.0728,0.0017
72.5500,15.6516,-0.0728,0.0016
72.5667,15.6516,-0.0728,0.0016
72.5833,15.6516,-0.0728,0.0016
72.6000,15.6516,-0.0728,0.0016
72.6167,15.6516,-0.0728,0.0017
72.6333,15.6516,-0.0728,0.0017
72.6500,15.6516,-0.0728,0.0016
72.6667,15.6516,-0.0728,0.0016
72.6833,15.6516,-0.0728,0.0017
72.7000,15.6516,-0.0728,0.0016
72.7167,15.6516,-0.0728,0.0016
72.7333,15.6516,-0.0728,0.0016
72.7500,15.6516,-0.0728,0.0016
72.7667,15.6516,-0.0728,0.0015
72.7833,15.6516,-0.0728,0.0017
72.8000,15.6516,-0.0728,0.0017
72.8167,15.6516,-0.0728,0.0016
