t,x,y,yaw,wz,cmd_w,phase
22.566666666,33.994354248046875,40.808223724365234,2.2455380223198063,0.5818048119544983,0.6,step_0.6
22.583333333,33.994293212890625,40.808223724365234,2.2550777183285455,0.5806170105934143,0.6,step_0.6
22.599999999,33.99424743652344,40.80826950073242,2.2646288254625926,0.5829296708106995,0.6,step_0.6
22.616666666,33.994178771972656,40.808349609375,2.2742017487882746,0.5820023417472839,0.6,step_0.6
22.633333333,33.99410629272461,40.80842208862305,2.2837642701871683,0.5811993479728699,0.6,step_0.6
22.649999999,33.9940071105957,40.80851364135742,2.2933050062096467,0.5780496597290039,0.6,step_0.6
22.666666666,33.993934631347656,40.80859375,2.302824042284225,0.5789755582809448,0.6,step_0.6
22.683333333,33.99384307861328,40.80868148803711,2.312334686449059,0.5776402950286865,0.6,step_0.6
22.699999999,33.993812561035156,40.80878448486328,2.321855456862771,0.5813525915145874,0.6,step_0.6
22.716666666000002,33.993736267089844,40.808799743652344,2.3314141232242713,0.5814952850341797,0.6,step_0.6
22.733333333,33.99367141723633,40.808841705322266,2.3409749006822316,0.5822888612747192,0.6,step_0.6
22.749999999,33.99357986450195,40.808921813964844,2.350549631576133,0.5825297236442566,0.6,step_0.6
22.766666666,33.99348068237305,40.80900192260742,2.3601042170761013,0.5809597969055176,0.6,step_0.6
22.783333333,33.99339294433594,40.8090705871582,2.3696386281607715,0.5793980360031128,0.6,step_0.6
22.799999999,33.993343353271484,40.80913543701172,2.3791529785855277,0.5797902941703796,0.6,step_0.6
22.816666666,33.99327087402344,40.80912780761719,2.3886876337566947,0.5805069804191589,0.6,step_0.6
22.833333333,33.99322509765625,40.80916213989258,2.3982391035418225,0.5821844935417175,0.6,step_0.6
22.849999999,33.99312210083008,40.809226989746094,2.4077972799042877,0.5805937051773071,0.6,step_0.6
22.866666666,33.99301528930664,40.80931091308594,2.417339764902605,0.578834056854248,0.6,step_0.6
22.883333333,33.99301528930664,40.80940628051758,2.4268804297071527,0.5806910395622253,0.6,step_0.6
22.899999999,33.992977142333984,40.80942153930664,2.436436622140929,0.5812368392944336,0.6,step_0.6
22.916666666,33.99291229248047,40.80938720703125,2.445988453543299,0.58186274766922,0.6,step_0.6
22.933333333,33.99285125732422,40.80940246582031,2.455558461818906,0.5830406546592712,0.6,step_0.6
22.949999999,33.992759704589844,40.80938720703125,2.4651146068828864,0.5802347660064697,0.6,step_0.6
22.966666666000002,33.9926872253418,40.80942153930664,2.4746553228952974,0.5801283717155457,0.6,step_0.6
22.983333333,33.99262237548828,40.8094367980957,2.4842116929290246,0.5820866227149963,0.6,step_0.6
22.999999999,33.9925537109375,40.809486389160156,2.4937688214001947,0.5817105770111084,0.6,step_0.6
23.016666666,33.99245071411133,40.809547424316406,2.5033234582466437,0.5792317986488342,0.6,step_0.6
23.033333333,33.992431640625,40.80959701538086,2.5129165933498707,0.5887258648872375,0.6,step_0.6
23.049999999,33.992393493652344,40.809593200683594,2.5225873793674434,0.5853621363639832,0.6,step_0.6
23.066666666,33.99234390258789,40.809661865234375,2.532191209839351,0.5819569826126099,0.6,step_0.6
23.083333333,33.99225616455078,40.80967330932617,2.541758763769146,0.579358696937561,0.6,step_0.6
23.099999999,33.99215316772461,40.80971908569336,2.5512928584844397,0.5794548392295837,0.6,step_0.6
23.116666666,33.992122650146484,40.809783935546875,2.5608122919493166,0.580254077911377,0.6,step_0.6
23.133333333,33.992042541503906,40.80979537963867,2.5703564365911435,0.5809932947158813,0.6,step_0.6
23.149999999,33.991947174072266,40.80984878540039,2.57990606874709,0.5812754034996033,0.6,step_0.6
23.166666666,33.991851806640625,40.80989456176758,2.589463804634599,0.5817673206329346,0.6,step_0.6
23.183333333,33.99174880981445,40.80995559692383,2.5990043805154857,0.5800850987434387,0.6,step_0.6
23.199999999,33.99165344238281,40.809967041015625,2.608548688432819,0.5815325975418091,0.6,step_0.6
23.216666666,33.99161148071289,40.81001663208008,2.6180839942992926,0.5803906917572021,0.6,step_0.6
23.233333333,33.99150466918945,40.810096740722656,2.6276203361537913,0.5809680819511414,0.6,step_0.6
23.249999999,33.99142837524414,40.810150146484375,2.63716657390634,0.5814446806907654,0.6,step_0.6
23.266666666,33.991355895996094,40.810123443603516,2.646728885249602,0.5820170044898987,0.6,step_0.6
23.283333333,33.991275787353516,40.810142517089844,2.656296488643731,0.5827891826629639,0.6,step_0.6
23.299999999,33.99119186401367,40.81014633178711,2.665843372536079,0.5815843939781189,0.6,step_0.6
23.316666666,33.991085052490234,40.8101692199707,2.6753963767795983,0.5817676186561584,0.6,step_0.6
23.333333333,33.99101638793945,40.81015396118164,2.684948900332771,0.582658052444458,0.6,step_0.6
23.349999999,33.99092102050781,40.81016159057617,2.6945224391554703,0.5819165706634521,0.6,step_0.6
23.366666666,33.99085235595703,40.81014633178711,2.7040686851637785,0.5803598761558533,0.6,step_0.6
23.383333333,33.990760803222656,40.810211181640625,2.713610029900519,0.581601619720459,0.6,step_0.6
23.399999999,33.99064636230469,40.81028366088867,2.7231546507860362,0.5787899494171143,0.6,step_0.6
23.416666666,33.99055480957031,40.81037521362305,2.732696364393524,0.5805255770683289,0.6,step_0.6
23.433333333,33.990440368652344,40.810420989990234,2.7422467292718564,0.5792766809463501,0.6,step_0.6
23.449999999,33.990325927734375,40.810462951660156,2.7517611709802496,0.5782774686813354,0.6,step_0.6
23.466666666,33.99021530151367,40.810489654541016,2.7612700496815483,0.5775125026702881,0.6,step_0.6
23.483333333,33.990108489990234,40.810516357421875,2.770773689353187,0.5778083205223083,0.6,step_0.6
23.499999999,33.9900016784668,40.810569763183594,2.780274958131145,0.5804253220558167,0.6,step_0.6
23.516666666,33.989891052246094,40.81062316894531,2.7898126941365256,0.5808607339859009,0.6,step_0.6
23.533333333,33.98978805541992,40.81060028076172,2.7993434533276647,0.5790760517120361,0.6,step_0.6
23.549999999,33.989681243896484,40.81060028076172,2.8088703148656355,0.5796275734901428,0.6,step_0.6
23.566666666,33.98960876464844,40.810569763183594,2.8184020524978926,0.5796014070510864,0.6,step_0.6
23.583333333,33.98949432373047,40.81057357788086,2.8279426841817066,0.5796068906784058,0.6,step_0.6
23.599999999,33.98944091796875,40.81056213378906,2.8374654904932113,0.5813805460929871,0.6,step_0.6
23.616666666,33.98933792114258,40.81056594848633,2.8470297408549965,0.5809731483459473,0.6,step_0.6
23.633333333,33.98923873901367,40.8105354309082,2.8565602489797097,0.5801360011100769,0.6,step_0.6
23.649999999,33.989139556884766,40.810585021972656,2.8661326898536963,0.584388792514801,0.6,step_0.6
23.666666666,33.9890251159668,40.81058883666992,2.875716944063836,0.5818691849708557,0.6,step_0.6
23.683333333,33.98893356323242,40.81059646606445,2.885268617526168,0.581628680229187,0.6,step_0.6
23.699999999,33.988826751708984,40.810569763183594,2.8948234229817538,0.580217182636261,0.6,step_0.6
23.716666666000002,33.9887809753418,40.81059646606445,2.904386617575563,0.5776969194412231,0.6,step_0.6
23.733333333,33.98866271972656,40.810550689697266,2.913889660078358,0.5760297179222107,0.6,step_0.6
23.749999999,33.988651275634766,40.81058120727539,2.923415691169748,0.5840242505073547,0.6,step_0.6
23.766666666,33.988643646240234,40.81059265136719,2.9330264647259554,0.5837936997413635,0.6,step_0.6
23.783333333,33.98858642578125,40.810543060302734,2.9426158370476676,0.582259476184845,0.6,step_0.6
23.799999999,33.988487243652344,40.810523986816406,2.952190296153164,0.5818590521812439,0.6,step_0.6
23.816666666,33.988441467285156,40.810508728027344,2.961733013715321,0.5801911950111389,0.6,step_0.6
23.833333333,33.988338470458984,40.81050491333008,2.971285630913204,0.5797431468963623,0.6,step_0.6
23.849999999,33.9882698059082,40.8105354309082,2.9808005080910123,0.5808382630348206,0.6,step_0.6
23.866666666,33.988189697265625,40.81050109863281,2.9903538856782848,0.5818284153938293,0.6,step_0.6
23.883333333,33.98808670043945,40.81045913696289,2.999925951284165,0.58196622133255,0.6,step_0.6
23.899999999,33.988067626953125,40.810489654541016,3.009500085135081,0.5819974541664124,0.6,step_0.6
23.916666666,33.98796844482422,40.810428619384766,3.019065562655211,0.5805749297142029,0.6,step_0.6
23.933333333,33.987857818603516,40.81047058105469,3.0286122036171585,0.580600917339325,0.6,step_0.6
23.949999999,33.98773956298828,40.810401916503906,3.0381521886562584,0.5793277025222778,0.6,step_0.6
23.966666666000002,33.98762130737305,40.81040954589844,3.047679032669548,0.5794884562492371,0.6,step_0.6
23.983333333,33.987510681152344,40.81036376953125,3.0571965846418876,0.5780273675918579,0.6,step_0.6
23.999999999,33.987403869628906,40.810333251953125,3.066724519193638,0.5795865654945374,0.6,step_0.6
24.016666666,33.987327575683594,40.810306549072266,3.0762412159287242,0.5779314637184143,0.6,step_0.6
24.033333333,33.987213134765625,40.81028366088867,3.0857562177359448,0.5786042213439941,0.6,step_0.6
24.049999999,33.98715591430664,40.81024932861328,3.0952549847548463,0.5794861912727356,0.6,step_0.6
24.066666666,33.98706817626953,40.810211181640625,3.1048040583365784,0.5825368762016296,0.6,step_0.6
24.083333333,33.98701858520508,40.810184478759766,3.1143552562356294,0.5800109505653381,0.6,step_0.6
24.099999999,33.98693084716797,40.81013488769531,3.1239068189180155,0.5817974209785461,0.6,step_0.6
24.116666666,33.98687744140625,40.810123443603516,3.133465581629221,0.5803833603858948,0.6,step_0.6
24.133333333,33.986778259277344,40.81005096435547,-3.1401891705051796,0.5782902836799622,0.6,step_0.6
24.149999999,33.98666763305664,40.81001281738281,-3.1306574615237506,0.5805246233940125,0.6,step_0.6
24.166666666,33.98659896850586,40.809993743896484,-3.1211448626712244,0.5792689323425293,0.6,step_0.6
24.183333333,33.986480712890625,40.80992889404297,-3.111612576030836,0.5798373222351074,0.6,step_0.6
24.199999999,33.986366271972656,40.80991744995117,-3.1020682747608324,0.5795677900314331,0.6,step_0.6
24.216666666,33.986289978027344,40.80994415283203,-3.092546793690557,0.579821765422821,0.6,step_0.6
24.233333333,33.986263275146484,40.80990982055664,-3.0830031003062737,0.5808189511299133,0.6,step_0.6
24.249999999,33.9861946105957,40.80985641479492,-3.073434435596719,0.5828995704650879,0.6,step_0.6
24.266666666,33.986148834228516,40.80984115600586,-3.0638733912690923,0.5799574851989746,0.6,step_0.6
24.283333333,33.98607635498047,40.809810638427734,-3.0543197987152007,0.5813916921615601,0.6,step_0.6
24.299999999,33.98598098754883,40.80979537963867,-3.044778000532832,0.5804070234298706,0.6,step_0.6
24.316666666,33.98588562011719,40.80976104736328,-3.0352300299718658,0.580261766910553,0.6,step_0.6
24.333333333,33.98581314086914,40.809688568115234,-3.0256857709949103,0.5809141993522644,0.6,step_0.6
24.349999999,33.985721588134766,40.809635162353516,-3.0161178593164073,0.5816488265991211,0.6,step_0.6
24.366666666,33.98567199707031,40.80958557128906,-3.006581188569658,0.5792977213859558,0.6,step_0.6
24.383333333,33.98556900024414,40.80952835083008,-2.997041643562188,0.5795574188232422,0.6,step_0.6
24.399999999,33.985538482666016,40.809486389160156,-2.987516940515755,0.5795570015907288,0.6,step_0.6
24.416666666,33.9854736328125,40.809444427490234,-2.9779649823705796,0.5822902917861938,0.6,step_0.6
24.433333333,33.98539352416992,40.809383392333984,-2.9684010603845805,0.5830004811286926,0.6,step_0.6
24.449999999,33.985294342041016,40.80931091308594,-2.958819614661929,0.5822151899337769,0.6,step_0.6
24.466666666,33.985267639160156,40.80929946899414,-2.9492473143558007,0.5793977379798889,0.6,step_0.6
24.483333333,33.98517608642578,40.809295654296875,-2.939717966728181,0.5786580443382263,0.6,step_0.6
24.499999999,33.985076904296875,40.80923843383789,-2.9301916997209028,0.5797829627990723,0.6,step_0.6
24.516666666,33.984981536865234,40.8091926574707,-2.9206507085549656,0.5794382691383362,0.6,step_0.6
24.533333333,33.98490524291992,40.80916976928711,-2.9111426051562246,0.5787307024002075,0.6,step_0.6
24.549999999,33.98481750488281,40.80912780761719,-2.901609337333016,0.5809649229049683,0.6,step_0.6
24.566666666,33.98472595214844,40.80906295776367,-2.8920597072298704,0.5806114673614502,0.6,step_0.6
24.583333333,33.98469161987305,40.8089714050293,-2.8825141841601596,0.5797696709632874,0.6,step_0.6
24.599999999,33.984622955322266,40.80898666381836,-2.8729649659254672,0.5838171243667603,0.6,step_0.6
24.616666666,33.98451614379883,40.808921813964844,-2.863385386328659,0.5822193026542664,0.6,step_0.6
24.633333333,33.984439849853516,40.80888366699219,-2.8538217960494725,0.5806549787521362,0.6,step_0.6
24.649999999,33.98442077636719,40.808799743652344,-2.844264776225037,0.5819053053855896,0.6,step_0.6
24.666666666,33.984371185302734,40.808773040771484,-2.8346883170886126,0.5839690566062927,0.6,step_0.6
24.683333333,33.98427963256836,40.80869674682617,-2.825089501452757,0.5822453498840332,0.6,step_0.6
24.699999999,33.98417282104492,40.80864715576172,-2.8155216002607517,0.5816938877105713,0.6,step_0.6
24.716666666000002,33.98409652709961,40.808555603027344,-2.805981936958194,0.5808444619178772,0.6,step_0.6
24.733333333,33.98399353027344,40.808502197265625,-2.7964280501925383,0.5801657438278198,0.6,step_0.6
24.749999999,33.98390579223633,40.808448791503906,-2.786874582580744,0.5822997689247131,0.6,step_0.6
24.766666666,33.98379898071289,40.80837631225586,-2.777315003793175,0.5799397230148315,0.6,step_0.6
24.783333333,33.98368835449219,40.80830001831055,-2.767768380688652,0.5805270075798035,0.6,step_0.6
24.799999999,33.983707427978516,40.8082389831543,-2.758247318849239,0.5802502036094666,0.6,step_0.6
24.816666666,33.98368835449219,40.80819320678711,-2.748683242317467,0.5819322466850281,0.6,step_0.6
24.833333333,33.983673095703125,40.80816650390625,-2.739108800932349,0.581161618232727,0.6,step_0.6
24.849999999,33.98365783691406,40.80810546875,-2.729535788668806,0.5825488567352295,0.6,step_0.6
24.866666666,33.98360824584961,40.808109283447266,-2.719932594412879,0.5822789072990417,0.6,step_0.6
24.883333333,33.98356628417969,40.80807113647461,-2.7103591176278172,0.5824181437492371,0.6,step_0.6
24.899999999,33.983516693115234,40.807987213134766,-2.7008024753875652,0.5806620121002197,0.6,step_0.6
24.916666666,33.983428955078125,40.807960510253906,-2.6912494095894846,0.5825121402740479,0.6,step_0.6
24.933333333,33.983333587646484,40.80789566040039,-2.6816805814948843,0.580714762210846,0.6,step_0.6
24.949999999,33.98324966430664,40.80784606933594,-2.672125233075704,0.5807657837867737,0.6,step_0.6
24.966666666000002,33.98320770263672,40.80781936645508,-2.6625981660327405,0.5792206525802612,0.6,step_0.6
24.983333333,33.98324203491211,40.807743072509766,-2.6530643336104363,0.5795899629592896,0.6,step_0.6
24.999999999,33.98322677612305,40.807708740234375,-2.643509574311025,0.5822715759277344,0.6,step_0.6
25.016666666,33.98314666748047,40.807655334472656,-2.633939903925059,0.5818636417388916,0.6,step_0.6
25.033333333,33.98307418823242,40.807579040527344,-2.62437460330489,0.5812971591949463,0.6,step_0.6
25.049999999,33.98305130004883,40.80751037597656,-2.6148458129973324,0.579947829246521,0.6,step_0.6
25.066666666,33.98301696777344,40.807437896728516,-2.6053007140736337,0.5818920731544495,0.6,step_0.6
25.083333333,33.982975006103516,40.80741882324219,-2.5957461666351787,0.5800602436065674,0.6,step_0.6
25.099999999,33.98289489746094,40.80735397338867,-2.5862024665782806,0.5808787941932678,0.6,step_0.6
25.116666666,33.98279571533203,40.807289123535156,-2.5766681172950614,0.5794642567634583,0.6,step_0.6
25.133333333,33.98271179199219,40.807220458984375,-2.5671108289825044,0.58193439245224,0.6,step_0.6
25.149999999,33.98262405395508,40.807167053222656,-2.5575401768641997,0.5818614363670349,0.6,step_0.6
25.166666666,33.98255157470703,40.80709457397461,-2.5479827281168137,0.5815460085868835,0.6,step_0.6
25.183333333,33.98247528076172,40.80699920654297,-2.538429400419729,0.5805439949035645,0.6,step_0.6
25.199999999,33.98237609863281,40.80697250366211,-2.5288350201970515,0.5855239033699036,0.6,step_0.6
25.216666666,33.98237991333008,40.80691146850586,-2.519226936955717,0.5839085578918457,0.6,step_0.6
25.233333333,33.98236083984375,40.80685806274414,-2.5096298506723,0.5842990875244141,0.6,step_0.6
25.249999999,33.982357025146484,40.80682373046875,-2.5000553624897384,0.5817959904670715,0.6,step_0.6
25.266666666,33.98235321044922,40.80677795410156,-2.490480448632344,0.58417809009552,0.6,step_0.6
25.283333333,33.98233413696289,40.80671691894531,-2.4808911848299244,0.5828748345375061,0.6,step_0.6
25.299999999,33.98225402832031,40.8066291809082,-2.4713124208615627,0.5813824534416199,0.6,step_0.6
25.316666666,33.98219680786133,40.806602478027344,-2.461766413582169,0.5829509496688843,0.6,step_0.6
25.333333333,33.982215881347656,40.806522369384766,-2.452186610090663,0.5829831957817078,0.6,step_0.6
25.349999999,33.982173919677734,40.80649185180664,-2.44260665639717,0.5834990739822388,0.6,step_0.6
25.366666666,33.98216247558594,40.80641555786133,-2.433043803681298,0.5806049704551697,0.6,step_0.6
25.383333333,33.982154846191406,40.80634307861328,-2.4234922193796544,0.5821848511695862,0.6,step_0.6
25.399999999,33.98210906982422,40.80635452270508,-2.4139105288717855,0.5797566175460815,0.6,step_0.6
25.416666666,33.982051849365234,40.80631637573242,-2.4043678615307744,0.5809202790260315,0.6,step_0.6
25.433333333,33.98207092285156,40.80622482299805,-2.394818476316262,0.579991340637207,0.6,step_0.6
25.449999999,33.98202133178711,40.80617904663086,-2.385275373794325,0.5808874368667603,0.6,step_0.6
25.466666666,33.98193359375,40.806148529052734,-2.375726220590291,0.5813454985618591,0.6,step_0.6
25.483333333,33.98192596435547,40.80607986450195,-2.3661704239680916,0.5802528858184814,0.6,step_0.6
25.499999999,33.98189926147461,40.8060302734375,-2.356628159005562,0.580685019493103,0.6,step_0.6
25.516666666,33.98185348510742,40.80595397949219,-2.347085782622473,0.5802496075630188,0.6,step_0.6
25.533333333,33.98177719116211,40.805870056152344,-2.337541874729148,0.5801313519477844,0.6,step_0.6
25.549999999,33.98170852661133,40.8057746887207,-2.328009074734991,0.5795335173606873,0.6,step_0.6
25.566666666,33.98163604736328,40.8056755065918,-2.318483165521782,0.5790252089500427,0.6,step_0.6
25.583333333,33.98155975341797,40.805580139160156,-2.308950385932021,0.578568696975708,0.6,step_0.6
25.599999999,33.98147964477539,40.805564880371094,-2.2993785682446903,0.5844398140907288,0.6,step_0.6
25.616666666,33.9814453125,40.80557632446289,-2.2897692191938974,0.5833549499511719,0.6,step_0.6
25.633333333,33.98146057128906,40.805545806884766,-2.2801883995017715,0.5810405015945435,0.6,step_0.6
25.649999999,33.98151397705078,40.80546951293945,-2.270632857544346,0.5811179876327515,0.6,step_0.6
25.666666666,33.98147201538086,40.8054313659668,-2.2610765252000604,0.583419919013977,0.6,step_0.6
25.683333333,33.98143005371094,40.80533218383789,-2.2515095618340983,0.5817687511444092,0.6,step_0.6
25.699999999,33.981353759765625,40.80524444580078,-2.2419596180468697,0.5807227492332458,0.6,step_0.6
25.716666666000002,33.98128890991211,40.805137634277344,-2.2324247863539584,0.5813659429550171,0.6,step_0.6
25.733333333,33.98121643066406,40.80503463745117,-2.2228724846596686,0.582139253616333,0.6,step_0.6
25.749999999,33.981136322021484,40.804927825927734,-2.2133210048051377,0.5793110132217407,0.6,step_0.6
25.766666666,33.9810791015625,40.804832458496094,-2.203790568733929,0.5800014138221741,0.6,step_0.6
25.783333333,33.98102951049805,40.80472183227539,-2.1942500457013794,0.580726683139801,0.6,step_0.6
25.799999999,33.98098373413086,40.80462646484375,-2.1847248525232184,0.5795170068740845,0.6,step_0.6
25.816666666,33.98091125488281,40.80451965332031,-2.175189845468727,0.5815098285675049,0.6,step_0.6
25.833333333,33.98082733154297,40.804412841796875,-2.1656430277628713,0.5803426504135132,0.6,step_0.6
25.849999999,33.98075866699219,40.8043098449707,-2.1561074159088887,0.5795115828514099,0.6,step_0.6
25.866666666,33.9807014465332,40.80422592163086,-2.146591545248363,0.5781763792037964,0.6,step_0.6
25.883333333,33.98065185546875,40.80412673950195,-2.1370746838179002,0.5782269835472107,0.6,step_0.6
25.899999999,33.980587005615234,40.80405807495117,-2.127576538850227,0.5787239074707031,0.6,step_0.6
25.916666666,33.98052978515625,40.803977966308594,-2.1180574302547117,0.580615222454071,0.6,step_0.6
25.933333333,33.98048400878906,40.80387878417969,-2.108526075475564,0.5795140266418457,0.6,step_0.6
25.949999999,33.98042678833008,40.80377960205078,-2.0989967866634682,0.5808665752410889,0.6,step_0.6
25.966666666000002,33.980369567871094,40.80366516113281,-2.0894641548009716,0.5803836584091187,0.6,step_0.6
25.983333333,33.980289459228516,40.80354309082031,-2.0799340275604914,0.5796084403991699,0.6,step_0.6
25.999999999,33.98021697998047,40.80343246459961,-2.070414209337798,0.5789437294006348,0.6,step_0.6
26.016666666,33.98017120361328,40.80332946777344,-2.0608796762459862,0.5806675553321838,0.6,step_0.6
26.033333333,33.980106353759766,40.80321502685547,-2.0513380099914755,0.5798305869102478,0.6,step_0.6
26.049999999,33.98009490966797,40.80310821533203,-2.0418151839917,0.5789712071418762,0.6,step_0.6
26.066666666,33.98008346557617,40.80299758911133,-2.0322874515545943,0.5779687762260437,0.6,step_0.6
26.083333333,33.98004913330078,40.802947998046875,-2.0227410319159502,0.5818728804588318,0.6,step_0.6
26.099999999,33.980003356933594,40.80287551879883,-2.01316944283535,0.5822426080703735,0.6,step_0.6
26.116666666,33.97998046875,40.80277633666992,-2.003609432768755,0.5810802578926086,0.6,step_0.6
26.133333333,33.97993469238281,40.80265808105469,-1.9940664918775113,0.5795912742614746,0.6,step_0.6
26.149999999,33.97987365722656,40.802547454833984,-1.9845276888367793,0.5803035497665405,0.6,step_0.6
26.166666666,33.979793548583984,40.80244445800781,-1.9749935717834908,0.5788686871528625,0.6,step_0.6
26.183333333,33.97979736328125,40.802337646484375,-1.9654747674799857,0.5770909786224365,0.6,step_0.6
26.199999999,33.979740142822266,40.802242279052734,-1.9559791537041227,0.5780478715896606,0.6,step_0.6
26.216666666,33.97970962524414,40.80213928222656,-1.9464625887144993,0.5783246159553528,0.6,step_0.6
26.233333333,33.97967529296875,40.80204391479492,-1.9369612353233197,0.5766049027442932,0.6,step_0.6
26.249999999,33.979618072509766,40.801937103271484,-1.9274696601619419,0.5777372121810913,0.6,step_0.6
26.266666666,33.97958755493164,40.801815032958984,-1.9179721459763293,0.5764555931091309,0.6,step_0.6
26.283333333,33.979549407958984,40.801700592041016,-1.9084873109076361,0.5767687559127808,0.6,step_0.6
26.299999999,33.97950744628906,40.801570892333984,-1.8989947327817855,0.5760553479194641,0.6,step_0.6
26.316666666,33.979469299316406,40.80153274536133,-1.889427238805458,0.5865978002548218,0.6,step_0.6
26.333333333,33.979488372802734,40.80149459838867,-1.8797806496159506,0.5846421718597412,0.6,step_0.6
26.349999999,33.97945785522461,40.801414489746094,-1.8701813292879959,0.5839524865150452,0.6,step_0.6
26.366666666,33.97949981689453,40.80130386352539,-1.8605953401872055,0.5827038288116455,0.6,step_0.6
26.383333333,33.9794921875,40.80118942260742,-1.8510211643072734,0.5813733339309692,0.6,step_0.6
26.399999999,33.979515075683594,40.80111312866211,-1.8414903344594244,0.5802456736564636,0.6,step_0.6
26.416666666,33.97953414916992,40.80100631713867,-1.8319493087335423,0.5781940817832947,0.6,step_0.6
26.433333333,33.97952651977539,40.800933837890625,-1.8223719389215662,0.5827050805091858,0.6,step_0.6
26.449999999,33.9795036315918,40.80084991455078,-1.8127932979038275,0.5820791125297546,0.6,step_0.6
26.466666666,33.97951889038086,40.80073165893555,-1.8032305663661268,0.5809546113014221,0.6,step_0.6
26.483333333,33.97955322265625,40.80067443847656,-1.7936806354348862,0.5793392062187195,0.6,step_0.6
26.499999999,33.979530334472656,40.800575256347656,-1.7841450547905235,0.5797380208969116,0.6,step_0.6
26.516666666,33.97944641113281,40.80051803588867,-1.7745871651912355,0.5813113451004028,0.6,step_0.6
26.533333333,33.97941970825195,40.800453186035156,-1.7650256006920053,0.5807449817657471,0.6,step_0.6
26.549999999,33.979469299316406,40.800357818603516,-1.7554737429362364,0.5804365873336792,0.6,step_0.6
26.566666666,33.97945022583008,40.80025100708008,-1.745930510101608,0.5799263715744019,0.6,step_0.6
26.583333333,33.97943115234375,40.80015182495117,-1.7364134038762375,0.5781639218330383,0.6,step_0.6
26.599999999,33.9794807434082,40.800045013427734,-1.726898645283169,0.5778536796569824,0.6,step_0.6
26.616666666,33.97943878173828,40.79993438720703,-1.7173938793415255,0.5782831311225891,0.6,step_0.6
26.633333333,33.9793586730957,40.79983139038086,-1.7078866911712214,0.580215334892273,0.6,step_0.6
26.649999999,33.97939682006836,40.79972457885742,-1.6983390678952892,0.5814359784126282,0.6,step_0.6
26.666666666,33.97947311401367,40.79961013793945,-1.6887783544067494,0.5816555619239807,0.6,step_0.6
26.683333333,33.97947311401367,40.79949188232422,-1.6792197064561618,0.5817565321922302,0.6,step_0.6
26.699999999,33.979530334472656,40.799373626708984,-1.669680987438827,0.5793159008026123,0.6,step_0.6
26.716666666000002,33.979549407958984,40.79926300048828,-1.660154092891326,0.5786295533180237,0.6,step_0.6
26.733333333,33.979591369628906,40.79918670654297,-1.6506487890180659,0.5777931213378906,0.6,step_0.6
26.749999999,33.979610443115234,40.7990837097168,-1.6411320439564137,0.579135537147522,0.6,step_0.6
26.766666666,33.97965621948242,40.798988342285156,-1.6316284895902249,0.5810510516166687,0.6,step_0.6
26.783333333,33.97969436645508,40.79887008666992,-1.6220766227815917,0.5818710923194885,0.6,step_0.6
26.799999999,33.97970199584961,40.798797607421875,-1.6125336093241842,0.5775103569030762,0.6,step_0.6
26.816666666,33.97978210449219,40.79868698120117,-1.603031507730622,0.5776365399360657,0.6,step_0.6
26.833333333,33.979793548583984,40.798580169677734,-1.5935176377940583,0.5797054767608643,0.6,step_0.6
26.849999999,33.979820251464844,40.79849624633789,-1.584008780557639,0.5787866711616516,0.6,step_0.6
26.866666666,33.979896545410156,40.79840087890625,-1.5744686623902073,0.5808704495429993,0.6,step_0.6
26.883333333,33.97985076904297,40.798370361328125,-1.5649215545045343,0.5854440927505493,0.6,step_0.6
26.899999999,33.97990036010742,40.79841232299805,-1.5552529094541763,0.5859396457672119,0.6,step_0.6
26.916666666,33.97990417480469,40.79837417602539,-1.5455814548532971,0.5833218693733215,0.6,step_0.6
26.933333333,33.979942321777344,40.79831314086914,-1.5359883619303245,0.5850579142570496,0.6,step_0.6
26.949999999,33.979957580566406,40.79821014404297,-1.5263870493300677,0.5828812122344971,0.6,step_0.6
26.966666666000002,33.9799919128418,40.798095703125,-1.516813704762516,0.581421434879303,0.6,step_0.6
26.983333333,33.98005676269531,40.7979850769043,-1.507255610943586,0.5804381966590881,0.6,step_0.6
26.999999999,33.9801025390625,40.79788589477539,-1.497708778330277,0.5799643397331238,0.6,step_0.6
27.016666666,33.98012161254883,40.79783248901367,-1.4881827332786766,0.5792491436004639,0.6,step_0.6
27.033333333,33.98020553588867,40.79777908325195,-1.478641328794458,0.5797143578529358,0.6,step_0.6
27.049999999,33.98019790649414,40.79769515991211,-1.469095633604124,0.5812283754348755,0.6,step_0.6
27.066666666,33.980140686035156,40.79759979248047,-1.4595394028455058,0.5822147727012634,0.6,step_0.6
27.083333333,33.98015594482422,40.79755783081055,-1.4499626915621167,0.5826979279518127,0.6,step_0.6
27.099999999,33.980228424072266,40.79756164550781,-1.4403866333023252,0.582762598991394,0.6,step_0.6
27.116666666,33.980255126953125,40.797523498535156,-1.4308011916491756,0.5847508311271667,0.6,step_0.6
27.133333333,33.980323791503906,40.79746627807617,-1.4212237391154898,0.5823105573654175,0.6,step_0.6
27.149999999,33.98033142089844,40.79738235473633,-1.4116483277829768,0.5836083889007568,0.6,step_0.6
27.166666666,33.98040008544922,40.797325134277344,-1.4020901428165042,0.5805941224098206,0.6,step_0.6
27.183333333,33.98044204711914,40.79726028442383,-1.392527308264073,0.582628071308136,0.6,step_0.6
